#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
1,BG Goettingen,4,41.3,99.3,35.3,67.3,0.524,11.0,27.0,0.407,17.8,25.5,0.696,9.5,22.8,32.3,21.8,6.8,2.8,12.5,26.5,2021,German-Cup
2,ALBA Berlin,4,39.6,96.0,33.0,64.0,0.516,11.0,26.3,0.419,19.0,25.3,0.752,7.8,23.0,30.8,23.3,7.3,2.3,12.0,22.0,2021,German-Cup
3,Medi Bayreuth,3,38.1,95.3,32.7,64.7,0.505,9.3,23.7,0.394,20.7,27.7,0.747,7.7,21.0,28.7,19.0,8.7,1.7,12.7,16.0,2021,German-Cup
4,Mitteldeutscher BC,3,40.0,94.0,33.0,65.0,0.508,13.3,28.3,0.471,14.7,17.7,0.83,8.3,21.7,30.0,22.7,7.7,3.3,18.0,23.7,2021,German-Cup
5,Giessen 46ers,3,41.7,91.3,31.0,69.0,0.449,10.0,31.7,0.316,19.3,27.0,0.716,8.7,20.7,29.3,19.3,6.3,2.0,13.3,26.7,2021,German-Cup
6,Bayern Munich,5,42.0,91.0,31.2,64.0,0.488,9.4,26.2,0.359,19.2,24.8,0.774,7.6,25.4,33.0,21.4,9.0,3.8,13.2,24.0,2021,German-Cup
7,SC Rasta Vechta,3,40.0,88.7,34.7,69.7,0.498,7.7,28.0,0.274,11.7,16.0,0.729,9.7,21.0,30.7,14.7,6.7,1.0,13.0,24.0,2021,German-Cup
8,Telekom Baskets Bonn,3,40.0,87.7,31.7,61.0,0.519,11.0,25.0,0.44,13.3,19.7,0.678,4.3,25.7,30.0,17.0,6.0,1.7,14.7,25.3,2021,German-Cup
9,Ratiopharm Ulm,4,42.5,84.8,28.8,62.5,0.46,11.3,28.8,0.391,16.0,20.3,0.79,9.0,21.5,30.5,17.3,9.5,2.8,15.0,22.8,2021,German-Cup
10,MHP Riesen,3,40.0,83.0,28.0,59.0,0.475,10.7,27.7,0.386,16.3,21.0,0.778,6.0,18.3,24.3,14.0,8.0,4.3,15.3,20.0,2021,German-Cup
11,EWE Baskets Oldenburg,2,40.0,82.0,29.0,59.5,0.487,7.5,21.0,0.357,16.5,21.0,0.786,5.0,22.0,27.0,17.5,6.5,1.0,13.0,22.5,2021,German-Cup
12,Fraport Skyliners,3,39.8,79.7,26.7,57.3,0.465,6.7,23.7,0.282,19.7,27.0,0.728,9.0,26.0,35.0,16.0,7.0,1.0,16.3,21.3,2021,German-Cup
13,Basketball Lowen Braunschweig,3,40.0,79.7,27.3,64.7,0.423,7.7,23.7,0.324,17.3,25.0,0.693,11.0,22.3,33.3,18.3,7.3,0.7,14.0,19.0,2021,German-Cup
14,HARKO Merlins Crailsheim,3,40.0,79.3,24.7,59.3,0.416,6.0,25.3,0.237,24.0,30.7,0.783,8.0,24.0,32.0,18.0,8.0,3.3,16.7,21.3,2021,German-Cup
15,Brose Baskets Bamberg,3,40.0,78.3,28.0,62.3,0.449,10.0,27.3,0.366,12.3,15.3,0.804,9.7,21.7,31.3,21.0,7.0,2.3,17.3,19.3,2021,German-Cup
16,s.Oliver Baskets,3,40.0,70.0,25.7,61.7,0.416,5.3,17.0,0.314,13.3,16.7,0.8,9.0,20.0,29.0,14.7,7.0,2.7,16.3,18.3,2021,German-Cup
